,Street,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,County,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,count
821,4615 Nervin St ,The Colony , TX,75056,33.099712,-96.894155,1,rooftop,4615,Denton County,US,Denton,2019,48,48121,The Colony,4872530,21516,2003,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
822,5320 Norris Dr ,The Colony , TX,75056,33.089708,-96.876668,1,rooftop,5320,Denton County,US,Denton,2019,48,48121,The Colony,4872530,21520,2026,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
823,4813 Jennings Dr ,The Colony , TX,75056,33.093439,-96.889647,1,rooftop,4813,Denton County,US,Denton,2019,48,48121,The Colony,4872530,21521,1006,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
824,190 Lakeview Dr ,Wylie, TX,75098,33.001979,-96.497918,1,rooftop,190,Collin County,US,Plano,2019,48,48085,,,31310,2025,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
825,2712 Bissell Way ,Wylie, TX,75098,33.020118,-96.50327,1,rooftop,2712,Collin County,US,Plano,2019,48,48085,Wylie,4880356,31310,2019,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
826,2927 Jamestown Dr ,Wylie, TX,75098,33.016838,-96.497816,1,rooftop,2927,Collin County,US,Plano,2019,48,48085,Wylie,4880356,31310,2022,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
827,323 Highland Valley Ct,Wylie, TX,75098,32.98637,-96.551983,1,rooftop,323,Collin County,US,Plano,2019,48,48085,Wylie,4880356,31311,2042,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
828,501 Dogwood Dr ,Wylie, TX,75098,33.007787,-96.531521,1,rooftop,501,Collin County,US,Plano,2019,48,48085,Wylie,4880356,31310,1008,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
829,1313 Anchor Dr ,Wylie, TX,75098,33.043497,-96.563152,1,rooftop,1313,Collin County,US,Plano,2019,48,48085,Wylie,4880356,31308,2023,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
830,807 Throckmorton St ,Rockwall, TX,75087,32.922341,-96.459327,1,rooftop,807,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40302,2041,2,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
831,3015 Pine Ridge Dr,Rockwall, TX,75032,32.897632,-96.433724,1,rooftop,3015,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40505,1016,1,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
832,475 Perch Rd ,Rockwall, TX,75032,32.88783,-96.455962,1,rooftop,475,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40503,3036,3,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
833,1685 Chesterwood Dr ,Rockwall, TX,75032,32.902989,-96.433127,1,rooftop,1685,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40505,1014,1,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
834,165 Henry M Chandler,Rockwall, TX,75032,32.875173,-96.478938,1,rooftop,165,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40504,2013,2,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
835,106 Cedar View Dr,Rockwall, TX,75087,32.912051,-96.508775,1,rooftop,106,Rockwall County,US,Rockwall,2019,48,48397,Rowlett,4863572,40301,3021,3,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
836,1507 Walnut Ridge Dr,Rockwall, TX,75032,32.895745,-96.440122,1,rooftop,1507,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40505,1026,1,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
837,1961 Random Oaks Dr,Rockwall, TX,75087,32.95703,-96.465054,1,rooftop,1961,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40102,2028,2,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
838,1693 Chesterwood Dr ,Rockwall, TX,75032,32.903171,-96.432926,1,rooftop,1693,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40505,1014,1,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
839,123 Hampshire Ln ,Rockwall, TX,75032,32.895671,-96.458546,1,rooftop,123,Rockwall County,US,Rockwall,2019,48,48397,Rockwall,4862828,40503,3024,3,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
840,2320 S Munson Rd,Royse City, TX,75189,32.877809,-96.320503,1,rooftop,2320,Rockwall County,US,Rockwall,2019,48,48397,,,40505,2015,2,4.8397E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
841,1205 Singletree Ct ,Forney, TX,75126,32.744823,-96.404861,1,rooftop,1205,Kaufman County,US,Kaufman,2019,48,48257,,,50204,2044,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
842,1110 Manassas Dr ,Forney, TX,75126,32.744763,-96.399486,1,rooftop,1110,Kaufman County,US,Kaufman,2019,48,48257,,,50204,2011,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
843,1630 Luckenbach Dr ,Forney, TX,75126,32.80268,-96.481602,1,rooftop,1630,Kaufman County,US,Statewide Partial,2019,48,48257,Travis Ranch,4873562,50201,2039,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
844,2013 Cone Flower Dr,Forney, TX,75126,32.757617,-96.416074,1,rooftop,2013,Kaufman County,US,Kaufman,2019,48,48257,,,50204,1025,1,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
845,206 Independence Trl ,Forney, TX,75126,32.767816,-96.456133,1,rooftop,206,Kaufman County,US,Kaufman,2019,48,48257,Forney,4826604,50205,1022,1,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
846,2212 Woodberry Dr ,Forney, TX,75126,32.756574,-96.4461,1,rooftop,2212,Kaufman County,US,Kaufman,2019,48,48257,Forney,4826604,50205,2077,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
847,2013 Davy Crockett Dr,Forney, TX,75126,32.795672,-96.475781,1,rooftop,2013,Kaufman County,US,Kaufman,2019,48,48257,Travis Ranch,4873562,50201,2054,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
848,4495 Elderberry St ,Forney, TX,75126,32.753584,-96.404998,1,rooftop,4495,Kaufman County,US,Kaufman,2019,48,48257,,,50204,1001,1,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
849,1017 Hampton Dr ,Forney, TX,75126,32.743125,-96.407021,1,rooftop,1017,Kaufman County,US,Kaufman,2019,48,48257,,,50204,2055,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
850,2106 Fresia Ln ,Forney, TX,75126,32.758836,-96.418366,1,rooftop,2106,Kaufman County,US,Kaufman,2019,48,48257,,,50204,1015,1,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
851,2135 Rains County Rd,Forney, TX,75126,32.794684,-96.479576,1,rooftop,2135,Kaufman County,US,Kaufman,2019,48,48257,Travis Ranch,4873562,50201,2037,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
852,1016 Chelsea Ln ,Forney, TX,75126,32.743644,-96.406941,1,rooftop,1016,Kaufman County,US,Kaufman,2019,48,48257,,,50204,2055,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
853,514 Southlake Dr ,Forney, TX,75126,32.763585,-96.465752,1,rooftop,514,Kaufman County,US,Kaufman,2019,48,48257,Forney,4826604,50201,2107,2,4.82571E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
855,1000 Blue Stone Cir,Mabank, TX,75147,32.340334,-96.107031,0.9,rooftop,1000,Henderson County,US,Statewide Partial,2019,48,48213,Mabank,4845324,950602,1004,1,4.8214E+14,"Athens, TX",11980,micropolitan,"Dallas-Fort Worth, TX-OK",206,,,1
856,1212 Grace Cir ,Ennis, TX,75119,32.309696,-96.631379,1,rooftop,1212,Ellis County,US,Ellis,2019,48,48139,Ennis,4824348,61500,2024,2,4.81391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
857,2001 Floyd St ,Ennis, TX,75119,32.344454,-96.635649,1,rooftop,2001,Ellis County,US,Ellis,2019,48,48139,Ennis,4824348,61600,1002,1,4.81391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
860,212 Los Angeles Dr,Glenn Heights, TX,75154,32.533843,-96.8532,1,rooftop,212,Ellis County,US,Ellis,2019,48,48139,Glenn Heights,4829840,60204,2068,2,4.81391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
862,133 Park Crest Dr,Red Oak, TX,75154,32.52514,-96.75777,1,rooftop,133,Ellis County,US,Ellis,2019,48,48139,,,60207,2075,2,4.81391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
864,418 Lexington Dr ,Waxahachie, TX,75165,32.376908,-96.823251,1,rooftop,418,Ellis County,US,City of Waxahachie,2019,48,48139,Waxahachie,4876816,60400,3007,3,4.81391E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
865,357 NW Newton Dr,Burleson, TX,76028,32.542758,-97.332336,1,range_interpolation,357,Johnson County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48251,Burleson,4811428,130205,4002,4,4.82511E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Fort Worth-Arlington-Grapevine, TX",23104,1
866,1312 Mallard Crk ,Aubrey, TX,76227,33.223381,-96.93766,1,rooftop,1312,Denton County,US,Denton,2019,48,48121,Paloma Creek,4854868,20105,3006,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
867,9125 Eagle Dr ,Aubrey, TX,76227,33.240359,-96.970523,1,rooftop,9125,Denton County,US,Denton,2019,48,48121,Providence Village,4859748,20106,1058,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
868,1805 Outpost Creek Ln,Aubrey, TX,76227,33.278066,-97.01748,0.33,place,,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,,,20103,3069,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
869,1621 Sycamore St ,Aubrey, TX,76227,33.230649,-96.912639,1,rooftop,1621,Denton County,US,Denton,2019,48,48121,Savannah,4866000,20105,1034,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
870,1100 Cheyenne Dr ,Aubrey, TX,76227,33.200879,-96.984629,1,rooftop,1100,Denton County,US,Denton,2019,48,48121,,,20107,1047,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
872,4112 Egret Ln ,Carrollton, TX,75007,33.023234,-96.889071,1,rooftop,4112,Denton County,US,City of Carrollton,2019,48,48121,Carrollton,4813024,21631,2048,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
873,1806 Frosted Hill Dr,Carrollton, TX,75010,33.038836,-96.885087,1,rooftop,1806,Denton County,US,City of Carrollton,2019,48,48121,Carrollton,4813024,21629,2003,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
874,1601 Marsh Ln 210,Carrollton, TX,75006,32.958048,-96.854191,1,rooftop,1601,Dallas County,US,City of Carrollton,2019,48,48113,Carrollton,4813024,20700,3023,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
875,1100 Raiford Rd ,Carrollton, TX,75007,32.988293,-96.905303,1,rooftop,1100,Denton County,US,Denton,2019,48,48121,Carrollton,4813024,21611,3026,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
876,971 Coronado Dr ,Crossroads, TX,76227,33.201715,-96.981627,1,rooftop,971,Denton County,US,Denton,2019,48,48121,,,20107,1041,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
877,160 Wild Rose Ct,Crossroads, TX,76227,33.213067,-96.976676,1,rooftop,160,Denton County,US,Denton,2019,48,48121,,,20107,1025,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
878,212 Thistle Rdg ,Denton, TX,76210,33.157956,-97.129256,1,rooftop,212,Denton County,US,City of Denton,2019,48,48121,Denton,4819972,21406,3019,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
879,538 Alegre Vista Dr,Denton, TX,76205,33.199774,-97.126321,1,rooftop,538,Denton County,US,City of Denton,2019,48,48121,Denton,4819972,21301,1014,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
880,656 W Collins St,Denton, TX,76201,33.204295,-97.138818,1,range_interpolation,656,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,Denton,4819972,21100,2003,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
881,3401 Valley View Rd,Denton, TX,76209,33.250841,-97.12407,1,rooftop,3401,Denton County,US,City of Denton,2019,48,48121,Denton,4819972,20503,1023,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
882,3921 Redstone Rd ,Denton, TX,76209,33.256489,-97.126659,1,rooftop,3921,Denton County,US,Denton,2019,48,48121,Denton,4819972,20504,2012,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
883,1611 Oak Tree Dr,Denton, TX,76209,33.223554,-97.110684,1,range_interpolation,1611,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,Denton,4819972,20602,2011,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
884,702 Kings Row ,Denton, TX,76209,33.249697,-97.123701,1,range_interpolation,702,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,Denton,4819972,20503,1019,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
885,1703 White Oak Ct,Denton, TX,76209,33.222895,-97.111926,1,range_interpolation,1703,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,Denton,4819972,20602,2018,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
886,3228 Huisache St ,Denton, TX,76209,33.249508,-97.126305,1,rooftop,3228,Denton County,US,City of Denton,2019,48,48121,Denton,4819972,20503,1020,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
887,2110 Scripture St ,Denton, TX,76201,33.218748,-97.158308,0.9,range_interpolation,2110,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,Denton,4819972,20700,1002,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
888,1111autumn Oak Dr ,Denton, TX,76209,33.224108,-97.113847,1,rooftop,1111,Denton County,US,City of Denton,2019,48,48121,Denton,4819972,20602,2013,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
889,608 Meadow View Ct,Denton, TX,76207,33.246513,-97.14074,1,range_interpolation,608,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,Denton,4819972,20401,1089,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
890,504 Maverick Dr ,Lake Dallas, TX,75065,33.129978,-97.022981,1,rooftop,504,Denton County,US,Denton,2019,48,48121,Lake Dallas,4840516,21403,3008,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
891,2786 Hacienda Lake Dr,Little Elm, TX,75068,33.183139,-96.916946,1,rooftop,2786,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20113,1012,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
892,2225 Eagle Mountain Dr,Little Elm, TX,75068,33.166298,-96.898838,1,rooftop,2225,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20114,1043,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
893,1652 Wynfield Dr ,Little Elm, TX,75068,33.175995,-96.913983,1,rooftop,1652,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20113,1036,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
894,2808 Dawn Spring Dr,Little Elm, TX,75068,33.182915,-96.903776,1,rooftop,2808,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20108,2089,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
895,3201 Horizons Dr ,Little Elm, TX,75068,33.192424,-96.888033,1,range_interpolation,3201,Denton County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48121,Little Elm,4843012,20108,3000,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
896,2316 Jonathan Creek Dr,Little Elm, TX,75068,33.206143,-96.924418,1,rooftop,2316,Denton County,US,Denton,2019,48,48121,Paloma Creek South,4854872,20108,1029,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
897,14904 Lone Spring Dr,Little Elm, TX,75068,33.200802,-96.887722,1,rooftop,14904,Denton County,US,Denton,2019,48,48121,,,20108,2058,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
898,2652 Mariners Ct ,Little Elm, TX,75068,33.1789,-96.91774,1,rooftop,2652,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20113,1027,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
899,2336 White Oak Dr,Little Elm, TX,75068,33.178403,-96.89986,1,rooftop,2336,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20113,2014,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
900,324 Parakeet Dr ,Little Elm, TX,75068,33.216843,-96.932138,1,rooftop,324,Denton County,US,Denton,2019,48,48121,Paloma Creek South,4854872,20108,1063,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
901,2449 Ranchview Dr ,Little Elm, TX,75068,33.185215,-96.894164,1,rooftop,2449,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20108,3000,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
902,1729 Bluebird Dr ,Little Elm, TX,75068,33.218232,-96.933081,1,rooftop,1729,Denton County,US,Denton,2019,48,48121,Paloma Creek South,4854872,20108,1064,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
903,2425 Graystone Dr ,Little Elm, TX,75068,33.173366,-96.907988,1,rooftop,2425,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20113,3014,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
904,1542 Brandywine Ln ,Little Elm, TX,75068,33.173018,-96.912529,1,rooftop,1542,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,20113,3013,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
